symbol,instrument_token,tradingsymbol,name,last_price,lot_size
NSE:MOME30INAV,7821313,MOME30INAV,KOTAKMAMC - MOME30INAV,0,1
NSE:MOME50INAV,6558977,MOME50INAV,MOTILALAMC - MOME50INAV,0,1
NSE:MOMGFINAV,7809793,MOMGFINAV,MOTILALAMC - MOMGFINAV,0,1
NSE:MOMIDMINAV,7814657,MOMIDMINAV,MOTILALAMC - MOMIDMINAV,0,1
NSE:MOMNCINAV,7828993,MOMNCINAV,MOTILALAMC - MOMNCINAV,0,1
NSE:MOMNTMINAV,2743041,MOMNTMINAV,BIRLASLAMC - MOMNTMINAV,0,1
NSE:MOMOMEINAV,2593025,MOMOMEINAV,MOMOMENTUM INAV,0,1
NSE:MON100INAV,2593281,MON100INAV,MON100 INAV,0,1
NSE:MON500INAV,4927489,MON500INAV,MOTILALAMC - MON500INAV,0,1
NSE:MON50EINAV,7808257,MON50EINAV,MOTILALAMC - MON50EINAV,0,1
NSE:MONARCH,1965825,MONARCH,MONARCH NETWORTH CAP,0,1
NSE:MONEYBOXX,194401537,MONEYBOXX,MONEYBOXX FINANCE,0,1
NSE:MONQ50INAV,2592769,MONQ50INAV,MONQ50 INAV,0,1
NSE:MONT50INAV,7808513,MONT50INAV,MOTILALAMC - MONT50INAV,0,1
NSE:MONTECARLO,1520129,MONTECARLO,MONTE CARLO FASHIONS,0,1
NSE:MOPSEINAV,7812353,MOPSEINAV,MOTILALAMC - MOPSE,0,1
NSE:MOQLTYINAV,2772481,MOQLTYINAV,MOTILALAMC - MOQLTYINAV,0,1
NSE:MOREALINAV,5935873,MOREALINAV,MOTILALAMC - MOREALINAV,0,1
NSE:MOREPENLAB,578305,MOREPENLAB,MOREPEN LAB.,0,1
NSE:MOS250INAV,5936129,MOS250INAV,MOTILALAMC - MOS250INAV,0,1
NSE:MOSCHIP,7541505,MOSCHIP,MOSCHIP TECHNOLOGIES,0,1
NSE:MOSERVINAV,7828481,MOSERVINAV,MOTILALAMC - MOSERVINAV,0,1
NSE:MOSILVINAV,7817729,MOSILVINAV,MOTILALAMC - MOSILVINAV,0,1
NSE:MOTHERSON,1076225,MOTHERSON,SAMVRDHNA MTHRSN INTL,0,1
NSE:MOTILALOFS,3826433,MOTILALOFS,MOTILAL OSWAL FIN,0,1
NSE:MOTISONS,5321729,MOTISONS,MOTISONS JEWELLERS,0,1
NSE:MOTOURINAV,7812609,MOTOURINAV,MOTILALAMC - MOTOURINAV,0,1
NSE:MOVALUINAV,2772737,MOVALUINAV,MOTILALAMC - MOVALUINAV,0,1
NSE:MOY100INAV,7820545,MOY100INAV,MOTILALAMC - MOY100INAV,0,1
NSE:MPHASIS,1152769,MPHASIS,MPHASIS,0,1
NSE:MPSLTD,2707969,MPSLTD,MPS,0,1
NSE:MRF,582913,MRF,MRF,0,1
NSE:MRPL,584449,MRPL,MRPL,0,1
NSE:MSC360INAV,195482881,MSC360INAV,360ONEAMC - MSC360INAV,0,1
NSE:MSCI360,195482113,MSCI360,360ONEAMC - MSCI360,0,1
NSE:MSCIADINAV,7828737,MSCIADINAV,DSPAMC - MSCIADINAV,0,1
NSE:MSCIININAV,7618817,MSCIININAV,MSCIINDIA - MSCIININAV,0,1
NSE:MSPL,3051265,MSPL,MSP STEEL & POWER,0,1
NSE:MSTCLTD,2395137,MSTCLTD,MSTC,0,1
NSE:MSUMI,2200577,MSUMI,MOTHERSON SUMI WRNG IND L,0,1
NSE:MTNL,587265,MTNL,MAHANAGAR TELEPHONE NIGAM,0,1
NSE:MUFIN,5064449,MUFIN,MUFIN GREEN FINANCE,0,1
NSE:MUFTI,5344769,MUFTI,CREDO BRANDS MARKETING L,0,1
NSE:MUKANDLTD,2899201,MUKANDLTD,MUKAND,0,1
NSE:MUKKA,5882881,MUKKA,MUKKA PROTEINS,0,1
NSE:MULCAPINAV,6421505,MULCAPINAV,MIRAEAMC - MULCAPINAV,0,1
NSE:MUNJALAU,3458817,MUNJALAU,MUNJAL AUTO IND.,0,1
NSE:MUNJALSHOW,590593,MUNJALSHOW,MUNJAL SHOWA,0,1
NSE:MURUDCERA,592129,MURUDCERA,MURUDESHWAR CERAMICS,0,1
NSE:MUTHOOTCAP,2666241,MUTHOOTCAP,MUTHOOT CAP SERV,0,1
NSE:MUTHOOTFIN,6054401,MUTHOOTFIN,MUTHOOT FINANCE,0,1
NSE:MUTHOOTMF,5332737,MUTHOOTMF,MUTHOOT MICROFIN,0,1
NSE:MVGJL,4867841,MVGJL,MANOJ VAIBHAV GEM N JEW L,0,1
NSE:MWL,194347265,MWL,MANGALAM WORLDWIDE,0,1
NSE:NACLIND,5228801,NACLIND,NACL INDUSTRIES,0,1
NSE:NAGREEKEXP,3763713,NAGREEKEXP,NAGREEKA EXPORTS,0,1
NSE:NAHARCAP,3932161,NAHARCAP,NAHAR CAP & FIN.,0,1
NSE:NAHARINDUS,3355137,NAHARINDUS,NAHAR INDS ENT,0,1
NSE:NAHARPOLY,3697921,NAHARPOLY,NAHAR POLY FILMS,0,1
NSE:NARMADA,2976513,NARMADA,NARMADA AGROBASE,0,1
NSE:NATCAPSUQ,7573249,NATCAPSUQ,NATURAL CAPSULES,0,1
NSE:NATCOPHARM,1003009,NATCOPHARM,NATCO PHARMA,0,1
NSE:NATHBIOGEN,2832641,NATHBIOGEN,NATH BIO-GENES (I),0,1
NSE:NATIONALUM,1629185,NATIONALUM,NATIONAL ALUMINIUM CO - NALCO,0,1
NSE:NATIONSTD,195278593,NATIONSTD,NATIONAL STAND (INDIA) L,0,1
NSE:NAUKRI,3520257,NAUKRI,INFO EDGE (I),0,1
NSE:NAVA,1027585,NAVA,NAVA,0,1
NSE:NAVINFLUOR,3756033,NAVINFLUOR,NAVIN FLUORINE INT.,0,1
NSE:NAVKARCORP,2702593,NAVKARCORP,NAVKAR CORPORATION,0,1
NSE:NAVNETEDUL,610561,NAVNETEDUL,NAVNEET EDUCATION,0,1
NSE:NAVNIFINAV,4779777,NAVNIFINAV,NAVIAMC - NAVNIFINAV,0,1
NSE:NAZARA,764673,NAZARA,NAZARA TECHNOLOGIES,0,1
NSE:NBCC,8042241,NBCC,NBCC (INDIA),0,1
NSE:NBIFIN,4892417,NBIFIN,N.B.I. IND. FIN. CO.,0,1
NSE:NCC,593665,NCC,NCC,0,1
NSE:NCLIND,3709441,NCLIND,NCL INDUSTRIES,0,1
NSE:NDGL,4702977,NDGL,NAGA DHUNSERI GROUP,0,1
NSE:NDL,8002049,NDL,NANDAN DENIM,0,1
NSE:NDLVENTURE,3724033,NDLVENTURE,NDL VENTURES,0,1
NSE:NDRAUTO,5697281,NDRAUTO,NDR AUTO COMPONENTS,0,1
NSE:NDTV,2925313,NDTV,NDTV,0,1
NSE:NEAGI,195279873,NEAGI,NEELAMALAI AGRO INDS. L,0,1
NSE:NELCAST,3778817,NELCAST,NELCAST,0,1
NSE:NELCO,611329,NELCO,NELCO,0,1
NSE:NEOGEN,2538753,NEOGEN,NEOGEN CHEMICALS,0,1
NSE:NEPHROPLUS,194648577,NEPHROPLUS,NEPHROCARE HEALTH SERV L,0,1
NSE:NESCO,3944705,NESCO,NESCO,0,1
NSE:NESTLEIND,4598529,NESTLEIND,NESTLE INDIA,0,1
NSE:NETWEB,4462849,NETWEB,NETWEB TECH INDIA,0,1
NSE:NETWORK18,3612417,NETWORK18,NETWORK18 MEDIA & INV,0,1
NSE:NEULANDLAB,615937,NEULANDLAB,NEULAND LAB,0,1
NSE:NEWGEN,297985,NEWGEN,NEWGEN SOFTWARE TECH,0,1
NSE:NEXT50INAV,7832833,NEXT50INAV,DSPAMC - NEXT50INAV,0,1
NSE:NEXT5EINAV,7833089,NEXT5EINAV,KOTAKMAMC - NEXT5EINAV,0,1
NSE:NEXTMEDIA,2525953,NEXTMEDIA,NEXT MEDIAWORKS,0,1
NSE:NFL,3564801,NFL,NATIONAL FERT.,0,1
NSE:NFQLTYINAV,2742785,NFQLTYINAV,BIRLASLAMC - NFQLTYINAV,0,1
NSE:NGLFINE,2630913,NGLFINE,NGL FINE CHEM,0,1
NSE:NH,3031041,NH,NARAYANA HRUDAYALAYA,0,1
NSE:NHPC,4454401,NHPC,NHPC,0,1
NSE:NIACL,102145,NIACL,THE NEW INDIA ASSU CO,0,1
NSE:NIBE,7548673,NIBE,NIBE,0,1
NSE:NIBL,7611649,NIBL,NRB INDUS. BEARINGS,0,1
NSE:NIF100INAV,7668737,NIF100INAV,KOTAKMAMC - NIF100INAV,0,1
NSE:NIF10GINAV,5770241,NIF10GINAV,UTIAMC - NIF10GINAV,0,1
NSE:NIF5GINAV,5769985,NIF5GINAV,UTIAMC - NIF5GINAV,0,1
NSE:NIFITEINAV,5757697,NIFITEINAV,UTIAMC - NIFITEINAV,0,1
NSE:NIFTYAXIS,5440513,NIFTYAXIS,AXISAMC-NIFTYAXIS,0,1
NSE:NIFTYCINAV,7822593,NIFTYCINAV,ZERODHAAMC - NIFTYCINAV,0,1
NSE:NIITLTD,2949633,NIITLTD,NIIT,0,1
NSE:NIITMTS,4543233,NIITMTS,NIIT LEARNING SYSTEMS,0,1
NSE:NILAINFRA,2368769,NILAINFRA,NILA INFRASTRUCTURES,0,1
NSE:NILASPACES,1897217,NILASPACES,NILA SPACES,0,1
NSE:NILE,195281153,NILE,NILE,0,1
NSE:NILKAMAL,619777,NILKAMAL,NILKAMAL,0,1
NSE:NIM150INAV,4698369,NIM150INAV,UTIAMC - NIM150INAV,0,1
NSE:NIPPOBATRY,1736193,NIPPOBATRY,INDO-NATIONAL,0,1
NSE:NIRAJISPAT,4823041,NIRAJISPAT,NIRAJ ISPAT IND,0,1
NSE:NIRLON,622849,NIRLON,NIRLON,0,1
NSE:NITCO,3404801,NITCO,NITCO,0,1
NSE:NITINSPIN,3372801,NITINSPIN,NITIN SPINNERS,0,1
NSE:NITIRAJ,831233,NITIRAJ,NITIRAJ ENGINEERS,0,1
NSE:NITTAGELA,195282945,NITTAGELA,NITTA GELATIN INDIA,0,1
NSE:NIVABUPA,6936833,NIVABUPA,NIVA BUPA HEALTH INS CO L,0,1
NSE:NKIND,624385,NKIND,NK INDUSTRIES,0,1
NSE:NLCINDIA,2197761,NLCINDIA,NLC INDIA,0,1
NSE:NMDC,3924993,NMDC,NMDC,0,1
NSE:NOCIL,625153,NOCIL,NOCIL,0,1
NSE:NORBTEAEXP,1064961,NORBTEAEXP,NORBEN TEA & EXPORTS,0,1
NSE:NORTHARC,6509057,NORTHARC,NORTHERN ARC CAPITAL,0,1
NSE:NOVARTIND,2305793,NOVARTIND,NOVARTIS INDIA,0,1
NSE:NPBETINAV,2603521,NPBETINAV,NPBET INAV,0,1
NSE:NPST,193618945,NPST,NETWORK PEOPLE SRV TECH L,0,1
NSE:NRAIL,5200385,NRAIL,N R AGARWAL INDS,0,1
NSE:NRBBEARING,1933569,NRBBEARING,NRB BEARING,0,1
NSE:NSIL,2877185,NSIL,NALWA SONS INVESTMENT,0,1
NSE:NSLNISP,3630081,NSLNISP,NMDC STEEL,0,1
NSE:NTPC,2977281,NTPC,NTPC,0,1
NSE:NTPCGREEN,6957057,NTPCGREEN,NTPC GREEN ENERGY,0,1
NSE:NUCLEUS,2762497,NUCLEUS,NUCLEUS SOFTWARE EXPORTS,0,1
NSE:NURECA,601601,NURECA,NURECA,0,1
NSE:NUVAMA,4792577,NUVAMA,NUVAMA WEALTH MANAGE,0,1
NSE:NUVOCO,1389057,NUVOCO,NUVOCO VISTAS CORP,0,1
NSE:NX30ADINAV,7544577,NX30ADINAV,DSPAMC - NX30ADINAV,0,1
NSE:NYKAA,1675521,NYKAA,FSN E COMMERCE VENTURES,0,1
NSE:OAL,2756609,OAL,ORIENTAL AROMATICS,0,1
NSE:OBCL,2252033,OBCL,ORISSA BENGAL CARRIER,0,1
NSE:OBEROIRLTY,5181953,OBEROIRLTY,OBEROI REALTY,0,1
NSE:OFSS,2748929,OFSS,ORACLE FIN SERV SOFT,0,1
NSE:OIL,4464129,OIL,OIL INDIA,0,1
NSE:OLAELEC,6342913,OLAELEC,OLA ELECTRIC MOBILITY,0,1
NSE:OLECTRA,2723073,OLECTRA,OLECTRA GREENTECH,0,1
NSE:OMAXE,3802369,OMAXE,OMAXE,0,1
NSE:OMINFRAL,6203137,OMINFRAL,OM INFRA,0,1
NSE:OMNI,194781441,OMNI,OMNITECH ENGINEERING,0,1
NSE:OMPOWER,195182593,OMPOWER,OM POWER TRANSMISSION,0,1
NSE:ONEPOINT,2544385,ONEPOINT,ONE POINT ONE SOL,0,1
NSE:ONESOURCE,7481345,ONESOURCE,ONESOURCE SPECL PHARMA L,0,1
NSE:ONGC,633601,ONGC,OIL AND NATURAL GAS CORP.,0,1
NSE:ONWARDTEC,635137,ONWARDTEC,ONWARD TECHNOLOGIES,0,1
NSE:OPTIEMUS,5496065,OPTIEMUS,OPTIEMUS INFRACOM,0,1
NSE:ORCHASP,7549953,ORCHASP,ORCHASP,0,1
NSE:ORCHPHARMA,237057,ORCHPHARMA,ORCHID PHARMA,0,1
NSE:ORICONENT,2600705,ORICONENT,ORICON ENTERPRISES,0,1
NSE:ORIENTALTL,3672577,ORIENTALTL,ORIENTAL TRIMEX,0,1
NSE:ORIENTBELL,3655169,ORIENTBELL,ORIENT BELL,0,1
NSE:ORIENTCEM,7702785,ORIENTCEM,ORIENT CEMENT,0,1
NSE:ORIENTCER,3356417,ORIENTCER,ORIENT CERATECH,0,1
NSE:ORIENTELEC,760833,ORIENTELEC,ORIENT ELECTRIC,0,1
NSE:ORIENTHOT,638209,ORIENTHOT,ORIENT HOTELS,0,1
NSE:ORIENTLTD,4661249,ORIENTLTD,ORIENT PRESS,0,1
NSE:ORIENTPPR,638977,ORIENTPPR,ORIENT PAPER AND INDS,0,1
NSE:ORIENTTECH,6390017,ORIENTTECH,ORIENT TECHNOLOGIES,0,1
NSE:ORISSAMINE,5102337,ORISSAMINE,ORISSA MIN DEV CO,0,1
NSE:ORKLAINDIA,194449665,ORKLAINDIA,ORKLA INDIA,0,1
NSE:OSWALGREEN,120577,OSWALGREEN,OSWAL GREENTECH,0,1
NSE:OSWALPUMPS,193741313,OSWALPUMPS,OSWAL PUMPS,0,1
NSE:OSWALSEEDS,3662081,OSWALSEEDS,SHREEOSWAL S AND CHE,0,1
NSE:PACEDIGITK,194391553,PACEDIGITK,PACE DIGITEK,0,1
NSE:PAGEIND,3689729,PAGEIND,PAGE INDUSTRIES,0,1
NSE:PAISALO,6519809,PAISALO,PAISALO DIGITAL,0,1
NSE:PAKKA,4402433,PAKKA,PAKKA,0,1
NSE:PALASHSECU,5474049,PALASHSECU,PALASH SECURITIES,0,1
NSE:PANACEABIO,1038081,PANACEABIO,PANACEA BIOTEC,0,1
NSE:PANACHE,4170753,PANACHE,PANACHE DIGILIFE,0,1
NSE:PANAMAPET,6500353,PANAMAPET,PANAMA PETROCHEM,0,1
NSE:PANSARI,1572097,PANSARI,PANSARI DEVELOPERS,0,1
NSE:PAR,1441537,PAR,PAR DRUGS AND CHEM,0,1
NSE:PARACABLES,3571457,PARACABLES,PARAMOUNT COMM,0,1
NSE:PARADEEP,2493697,PARADEEP,PARADEEP PHOSPHATES,0,1
NSE:PARAGMILK,4385281,PARAGMILK,PARAG MILK FOODS,0,1
NSE:PARAS,1513217,PARAS,PARAS DEF AND SPCE TECH L,0,1
NSE:PARASPETRO,1016833,PARASPETRO,PARAS PETROFILS,0,1
NSE:PARKHOSPS,194649857,PARKHOSPS,PARK MEDI WORLD,0,1
NSE:PARKHOTELS,5798145,PARKHOTELS,PARKHOTELS,0,1
NSE:PASHUPATI,194036481,PASHUPATI,PASHUPATI COTSPIN,0,1
NSE:PATANJALI,4359425,PATANJALI,PATANJALI FOODS,0,1
NSE:PATELENG,2994945,PATELENG,PATEL ENGINEERING,0,1
NSE:PATELRMART,194416385,PATELRMART,PATEL RETAIL,0,1
NSE:PAUSHAKLTD,194552065,PAUSHAKLTD,PAUSHAK,0,1
NSE:PAYTM,1716481,PAYTM,ONE 97 COMMUNICATIONS,0,1
NSE:PCBL,678145,PCBL,PCBL CHEMICAL,0,1
NSE:PCJEWELLER,7455745,PCJEWELLER,PC JEWELLER,0,1
NSE:PDMJEPAPER,3936513,PDMJEPAPER,PUDUMJEE PAPER PRO.,0,1
NSE:PDSL,1347585,PDSL,PDS,0,1
NSE:PENIND,5278977,PENIND,PENNAR INDUSTRIES,0,1
NSE:PERSISTENT,4701441,PERSISTENT,PERSISTENT SYSTEMS,0,1
NSE:PETRONET,2905857,PETRONET,PETRONET LNG,0,1
NSE:PFC,3660545,PFC,POWER FIN CORP,0,1
NSE:PFIZER,676609,PFIZER,PFIZER,0,1
NSE:PFS,5786113,PFS,PTC INDIA FIN SERV,0,1
NSE:PGEL,6491649,PGEL,PG ELECTROPLAST,0,1
NSE:PGHH,648961,PGHH,P&G HYGIENE & HEALTH CARE,0,1
NSE:PGHL,240641,PGHL,PROCTER & GAMBLE HEALTH L,0,1
NSE:PGIL,3650561,PGIL,PEARL GLOBAL IND,0,1
NSE:PHOENIXLTD,3725313,PHOENIXLTD,THE PHOENIX MILLS,0,1
NSE:PICCADIL,193985025,PICCADIL,PICCADILY AGRO INDUSTRI L,0,1
NSE:PIDILITIND,681985,PIDILITIND,PIDILITE INDUSTRIES,0,1
NSE:PIGL,4023297,PIGL,POWER INSTRUMENT (G),0,1
NSE:PIIND,6191105,PIIND,PI INDUSTRIES,0,1
NSE:PILANIINVS,2929921,PILANIINVS,PILANI INV & IND COR,0,1
NSE:PINELABS,194513921,PINELABS,PINE LABS,0,1
NSE:PIONEEREMB,3446529,PIONEEREMB,PIONEER EMBROIDERIES,0,1
NSE:PIONRINV,195284225,PIONRINV,PIONEER INVESTCORP,0,1
NSE:PIRAMALFIN,194445057,PIRAMALFIN,PIRAMAL FINANCE,0,1
NSE:PITTIENG,3618305,PITTIENG,PITTI ENGINEERING,0,1
NSE:PIXTRANS,2326273,PIXTRANS,PIX TRANSMISSIONS,0,1
NSE:PKTEA,2642177,PKTEA,THE P K TEA PROD CO,0,1
NSE:PLASTIBLEN,3563521,PLASTIBLEN,PLASTIBLENDS INDIA,0,1
NSE:PLATIND,5870081,PLATIND,PLATINUM INDUSTRIES,0,1
NSE:PML,195285505,PML,PAUL MERCHANTS,0,1
NSE:PNB,2730497,PNB,PUNJAB NATIONAL BANK,0,1
NSE:PNBGILTS,2236417,PNBGILTS,PNB GILTS,0,1
NSE:PNBHOUSING,4840449,PNBHOUSING,PNB HOUSING FIN,0,1
NSE:PNC,2391553,PNC,PRITISH NANDY COMMUNICATI,0,1
NSE:PNCINFRA,2402561,PNCINFRA,PNC INFRATECH,0,1
NSE:PNGJL,6479873,PNGJL,P N GADGIL JEWELLERS,0,1
NSE:PNGSREVA,194621953,PNGSREVA,PNGS REVA DIAMOND JEWEL L,0,1
NSE:POCL,3682561,POCL,PONDY OXIDES & CHEM,0,1
NSE:PODDARMENT,4873217,PODDARMENT,PODDAR PIGMENTS,0,1
NSE:POKARNA,4518657,POKARNA,POKARNA,0,1
NSE:POLICYBZR,1703937,POLICYBZR,PB FINTECH,0,1
NSE:POLYCAB,2455041,POLYCAB,POLYCAB INDIA,0,1
NSE:POLYMED,6583809,POLYMED,POLY MEDICURE,0,1
NSE:POLYPLEX,687873,POLYPLEX,POLYPLEX CORPORATION,0,1
NSE:PONNIERODE,2729217,PONNIERODE,PONNIE SUGARS (ERODE),0,1
NSE:POONAWALLA,2919169,POONAWALLA,POONAWALLA FINCORP,0,1
NSE:POWERGRID,3834113,POWERGRID,POWER GRID CORP.,0,1
NSE:POWERICA,194990081,POWERICA,POWERICA,0,1
NSE:POWERINDIA,4724993,POWERINDIA,HITACHI ENERGY INDIA,0,1
NSE:POWERMECH,2681089,POWERMECH,POWER MECH PROJECTS,0,1
NSE:PPAP,3893505,PPAP,PPAP AUTOMOTIVE,0,1
NSE:PPLPHARMA,2962177,PPLPHARMA,PIRAMAL PHARMA,0,1
NSE:PRABHA,7714305,PRABHA,PRABHA ENERGY,0,1
NSE:PRAENG,3568897,PRAENG,PRAJAY ENG. SYN.,0,1
NSE:PRAJIND,692481,PRAJIND,PRAJ INDUSTRIES,0,1
NSE:PRAKASH,693249,PRAKASH,PRAKASH INDUSTRIES,0,1
NSE:PRAKASHSTL,5017345,PRAKASHSTL,PRAKASH STEELAGE,0,1
NSE:PRAVEG,195288065,PRAVEG,PRAVEG,0,1
NSE:PRECAM,3226369,PRECAM,PRECISION CAMSHAFTS,0,1
NSE:PRECOT,694017,PRECOT,PRECOT,0,1
NSE:PRECWIRE,695553,PRECWIRE,PRECISION WIRES INDIA,0,1
NSE:PREMCO,195289345,PREMCO,PREMCO GLOBAL,0,1
NSE:PREMEXPLN,4453633,PREMEXPLN,PREMIER EXPLOSIVES,0,1
NSE:PREMIERENE,6412545,PREMIERENE,PREMIER ENERGIES,0,1
NSE:PREMIERPOL,1000449,PREMIERPOL,PREMIER POLYFILM,0,1
NSE:PRESTIGE,5197313,PRESTIGE,PRESTIGE ESTATE,0,1
NSE:PRICOLLTD,5025537,PRICOLLTD,PRICOL,0,1
NSE:PRIMESECU,3037185,PRIMESECU,PRIME SECURITIES,0,1
NSE:PRIMO,193772801,PRIMO,PRIMO CHEMICALS,0,1
NSE:PRINCEPIPE,4107521,PRINCEPIPE,PRINCE PIPES FITTINGS,0,1
NSE:PRIVISCL,2259201,PRIVISCL,PRIVI SPECIALITY CHE,0,1
NSE:PROSTARM,194092289,PROSTARM,PROSTARM INFO SYSTEMS,0,1
NSE:PROTEAN,7544833,PROTEAN,PROTEAN EGOV TECHNO,0,1
NSE:PROZONER,7387905,PROZONER,PROZONE REALTY,0,1
NSE:PRSMJOHNSN,701185,PRSMJOHNSN,PRISM JOHNSON,0,1
NSE:PRUDENT,2445569,PRUDENT,PRUDENT CORP ADV SER,0,1
NSE:PSB,5376257,PSB,PUNJAB & SIND BANK,0,1
NSE:PSBKICINAV,3734785,PSBKICINAV,ICICIPRAMC - PSBKICINAV,0,1
NSE:PSPPROJECT,5344513,PSPPROJECT,PSP PROJECTS,0,1
NSE:PTBKGRINAV,195475713,PTBKGRINAV,GROWWAMC - PTBKGRINAV,0,1
NSE:PTC,2906881,PTC,PTC INDIA,0,1
NSE:PTCIL,4270593,PTCIL,PTC INDUSTRIES,0,1
NSE:PTL,3609857,PTL,PTL ENTERPRISES,0,1
NSE:PUNJABCHEM,1112065,PUNJABCHEM,PUNJAB CHEM & CROP PROT L,0,1
NSE:PURVA,3820033,PURVA,PURAVANKARA,0,1
NSE:PVP,1026561,PVP,PVP VENTURES,0,1
NSE:PVRINOX,3365633,PVRINOX,PVR INOX,0,1
NSE:PVSL,5924353,PVSL,POPULAR VEHICLES N SER L,0,1
NSE:PVTBKGROWW,195474433,PVTBKGROWW,GROWWAMC - PVTBKGROWW,0,1
NSE:PWL,194489089,PWL,PHYSICSWALLAH,0,1
NSE:PYRAMID,4672001,PYRAMID,PYRAMID TECHNOPLAST,0,1
NSE:QGOLDHALF,3924481,QGOLDHALF,QUANTUM GOLD FUND,0,1
NSE:QGOLDHINAV,2113793,QGOLDHINAV,QGOLDHALF NAV,0,1
NSE:QMSMEDI,192411393,QMSMEDI,QMS MEDICAL ALLIED S,0,1
NSE:QNIFTYINAV,2598657,QNIFTYINAV,QNIFTY INAV,0,1
NSE:QUADFUTURE,7446273,QUADFUTURE,QUADRANT FUTURE TEK,0,1
NSE:QUALITINAV,7815681,QUALITINAV,KOTAKMAMC - QUALITINAV,0,1
NSE:QUESS,4532225,QUESS,QUESS CORP,0,1
NSE:QUINT,195290625,QUINT,QUINT DIGITAL,0,1
NSE:RACE,3940097,RACE,RACE ECO CHAIN,0,1
NSE:RACLGEAR,6955777,RACLGEAR,RACL GEARTECH,0,1
NSE:RADAAN,2798593,RADAAN,RADAAN MEDIAWORKS (I),0,1
NSE:RADHIKAJWE,2647809,RADHIKAJWE,RADHIKA JEWELTECH,0,1
NSE:RADIANTCMS,3476481,RADIANTCMS,RADIANT CASH MGMT SER,0,1
NSE:RADICO,2813441,RADICO,RADICO KHAITAN,0,1
NSE:RADIOCITY,5088513,RADIOCITY,MUSIC BROADCAST,0,1
NSE:RAILTEL,622337,RAILTEL,RAILTEL CORP OF IND,0,1
NSE:RAIN,3926273,RAIN,RAIN INDUSTRIES,0,1
NSE:RAINBOW,2408449,RAINBOW,RAINBOW CHILDRENS MED,0,1
NSE:RAJMET,555009,RAJMET,RAJNANDINI METAL,0,1
NSE:RAJPALAYAM,195291905,RAJPALAYAM,RAJAPALAYAM MILLS,0,1
NSE:RAJRATAN,4854273,RAJRATAN,RAJRATAN GLOBAL WIRE,0,1
NSE:RAJSREESUG,719105,RAJSREESUG,RAJSHREE SUGAR & CHEMICAL,0,1
NSE:RAJTV,3687169,RAJTV,RAJ TV NETWORK,0,1
NSE:RALLIS,720897,RALLIS,RALLIS INDIA,0,1
NSE:RAMANEWS,3472641,RAMANEWS,SHREE RAMA NEWSPRINT,0,1
NSE:RAMAPHO,2705409,RAMAPHO,RAMA PHOSPHATES,0,1
NSE:RAMCOCEM,523009,RAMCOCEM,THE RAMCO CEMENTS,0,1
NSE:RAMCOIND,1174273,RAMCOIND,RAMCO INDUSTRIES,0,1
NSE:RAMCOSYS,2009857,RAMCOSYS,RAMCO SYSTEMS,0,1
NSE:RAMKY,5154305,RAMKY,RAMKY INFRA,0,1
NSE:RAMRAT,2684161,RAMRAT,RAM RATNA WIRES,0,1
NSE:RANASUG,726273,RANASUG,RANA SUGARS,0,1
NSE:RANEHOLDIN,728065,RANEHOLDIN,RANE HOLDINGS,0,1
NSE:RATEGAIN,1837313,RATEGAIN,RATEGAIN TRAVEL TECHN,0,1
NSE:RATNAMANI,3443457,RATNAMANI,RATNAMANI MET & TUB,0,1
NSE:RATNAVEER,4716289,RATNAVEER,RATNAVEER PRECISION ENG L,0,1
NSE:RAYMOND,731905,RAYMOND,RAYMOND,0,1
NSE:RAYMONDLSL,6418689,RAYMONDLSL,RAYMOND LIFESTYLE,0,1
NSE:RAYMONDREL,194189057,RAYMONDREL,RAYMOND REALTY,0,1
NSE:RBA,382465,RBA,RESTAURANT BRAND ASIA,0,1
NSE:RBLBANK,4708097,RBLBANK,RBL BANK,0,1
NSE:RBZJEWEL,5343745,RBZJEWEL,RBZ JEWELLERS,0,1
NSE:RCF,733697,RCF,RASHTRIYA CHEMICALS & FER,0,1
NSE:RECLTD,3930881,RECLTD,REC,0,1
NSE:REDINGTON,3649281,REDINGTON,REDINGTON,0,1
NSE:REDTAPE,4571905,REDTAPE,REDTAPE,0,1
NSE:REFEX,4547585,REFEX,REFEX INDUSTRIES,0,1
NSE:REGENCERAM,1057281,REGENCERAM,REGENCY CERAMICS,0,1
NSE:RELAXO,6201601,RELAXO,RELAXO FOOT,0,1
NSE:RELCHEMQ,2470913,RELCHEMQ,RELIANCE CHEMOTEX IND,0,1
NSE:RELIABLE,6240769,RELIABLE,RELIABLE DATA SERVICE,0,1
NSE:RELIANCE,738561,RELIANCE,RELIANCE INDUSTRIES,0,1
NSE:RELIGARE,3857409,RELIGARE,RELIGARE ENTER.,0,1
NSE:RELTD,6296577,RELTD,RAVINDRA ENERGY,0,1
NSE:REMSONSIND,1015041,REMSONSIND,REMSONS INDUSTRIES,0,1
NSE:RENUKA,3078657,RENUKA,SHREE RENUKA SUGARS,0,1
NSE:REPCOHOME,7577089,REPCOHOME,REPCO HOME FINANCE,0,1
NSE:REPRO,3360257,REPRO,REPRO INDIA,0,1
NSE:RESPONIND,5202689,RESPONIND,RESPONSIVE INDUSTRIES,0,1
NSE:RETAIL,6181121,RETAIL,JHS SVENDGAARD RETAIL V L,0,1
NSE:RGL,3873025,RGL,RENAISSANCE GLOBAL,0,1
